huntCode,species,sex,huntType,huntClass,area,unitCode,unitNames,weapon,conditions,permitCount,organizations,averageValue,sourceSpecies,sourceRowStart,sourceRowNumbers,matchedPermitRegister,matchedRegisterLabel,matchedCanonicalHunts,boundaryIds,sourceHuntCodes
CP-PRONGHORN-PARKER-MTN-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,Parker Mtn,parker-mtn,Parker Mtn,Any Legal Weapon,Any Legal Weapon,1,MDF,5000,Pronghorn,254,254,false,,true,171 | 703 | 719,PB5014 | PB5023 | PB5043 | PB5076 | PB5077 | PB5078 | PB5333 | PB5334 | PB5335
CP-PRONGHORN-PARKER-MTN-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,Parker Mtn,parker-mtn,Parker Mtn,Any Legal Weapon,Any Legal Weapon,3,SFW,5000,Pronghorn,255,255 | 256 | 257,false,,true,171 | 703 | 719,PB5014 | PB5023 | PB5043 | PB5076 | PB5077 | PB5078 | PB5333 | PB5334 | PB5335
CP-PRONGHORN-PINE-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,Pine Valley,pine-valley,Pine Valley,Any Legal Weapon,Any Legal Weapon,1,MDF,4416.67,Pronghorn,258,258,false,,true,636,PB5013 | PB5042 | PB5062
CP-PRONGHORN-PINE-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,Pine Valley,pine-valley,Pine Valley,Any Legal Weapon,Any Legal Weapon,1,SFW,4416.67,Pronghorn,259,259,false,,true,636,PB5013 | PB5042 | PB5062
CP-PRONGHORN-SAN-RAFAEL-NORTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,"San Rafael, North",san-rafael-north,"San Rafael, North",Any Legal Weapon,Any Legal Weapon,3,NWTF,10002.78,Pronghorn,260,260 | 261 | 263,false,,true,194 | 202,PB5015 | PB5046 | PB5056
CP-PRONGHORN-SAN-RAFAEL-NORTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"San Rafael, North",san-rafael-north,"San Rafael, North",Any Legal Weapon,Any Legal Weapon,2,SFW,10002.78,Pronghorn,262,262 | 264,false,,true,194 | 202,PB5015 | PB5046 | PB5056
CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,DSC,Southwest Desert,southwest-desert,Southwest Desert,Any Legal Weapon,Any Legal Weapon,1,DSC,5777.08,Pronghorn,265,265,false,,true,625,PB5018 | PB5024 | PB5049
CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,UAA,Southwest Desert,southwest-desert,Southwest Desert,Any Legal Weapon,Any Legal Weapon,1,UAA,5777.08,Pronghorn,266,266,false,,true,625,PB5018 | PB5024 | PB5049
CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,Southwest Desert,southwest-desert,Southwest Desert,Any Legal Weapon,Any Legal Weapon,2,NWTF,5777.08,Pronghorn,267,267 | 269,false,,true,625,PB5018 | PB5024 | PB5049
CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,Southwest Desert,southwest-desert,Southwest Desert,Any Legal Weapon,Any Legal Weapon,2,MDF,5777.08,Pronghorn,268,268 | 271,false,,true,625,PB5018 | PB5024 | PB5049
CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,Southwest Desert,southwest-desert,Southwest Desert,Any Legal Weapon,Any Legal Weapon,1,SFW,5777.08,Pronghorn,270,270,false,,true,625,PB5018 | PB5024 | PB5049
CP-PRONGHORN-SOUTHWEST-DESERT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,RMEF,Southwest Desert,southwest-desert,Southwest Desert,Any Legal Weapon,Any Legal Weapon,1,RMEF,5777.08,Pronghorn,272,272,false,,true,625,PB5018 | PB5024 | PB5049
CP-PRONGHORN-STATEWIDE-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,Statewide,statewide,Pronghorn - Statewide Conservation,Any Legal Weapon,,1,MDF,33666.67,Pronghorn,289,289,true,Statewide Pronghorn Conservation,false,454,PB5057
CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,WCF,Vernal,vernal,Vernal,Any Legal Weapon,Any Legal Weapon,2,WCF,5388.89,Pronghorn,273,273 | 274,false,,true,208,PB5017 | PB5048 | PB5072
CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SCI,Vernal,vernal,Vernal,Any Legal Weapon,Any Legal Weapon,1,SCI,5388.89,Pronghorn,275,275,false,,true,208,PB5017 | PB5048 | PB5072
CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,Vernal,vernal,Vernal,Any Legal Weapon,Any Legal Weapon,1,MDF,5388.89,Pronghorn,276,276,false,,true,208,PB5017 | PB5048 | PB5072
CP-PRONGHORN-VERNAL-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,Vernal,vernal,Vernal,Any Legal Weapon,Any Legal Weapon,1,NWTF,5388.89,Pronghorn,277,277,false,,true,208,PB5017 | PB5048 | PB5072
CP-PRONGHORN-WEST-DESERT-RIVERBED-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,"West Desert, Riverbed",west-desert-riverbed,"West Desert, Riverbed",Any Legal Weapon,Any Legal Weapon,2,NWTF,7458.33,Pronghorn,278,278 | 281,false,,true,244,PB5019 | PB5050
CP-PRONGHORN-WEST-DESERT-RIVERBED-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"West Desert, Riverbed",west-desert-riverbed,"West Desert, Riverbed",Any Legal Weapon,Any Legal Weapon,1,MDF,7458.33,Pronghorn,279,279,false,,true,244,PB5019 | PB5050
CP-PRONGHORN-WEST-DESERT-RIVERBED-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"West Desert, Riverbed",west-desert-riverbed,"West Desert, Riverbed",Any Legal Weapon,Any Legal Weapon,1,SFW,7458.33,Pronghorn,280,280,false,,true,244,PB5019 | PB5050
CP-PRONGHORN-WEST-DESERT-RUSH-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"West Desert, Rush Valley",west-desert-rush-valley,"West Desert, Rush Valley",Any Legal Weapon,Any Legal Weapon,1,SFW,4666.67,Pronghorn,282,282,false,,true,245,PB5020 | PB5051
CP-PRONGHORN-WEST-DESERT-RUSH-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"West Desert, Rush Valley",west-desert-rush-valley,"West Desert, Rush Valley",Any Legal Weapon,Any Legal Weapon,1,MDF,4666.67,Pronghorn,283,283,false,,true,245,PB5020 | PB5051
CP-PRONGHORN-WEST-DESERT-SNAKE-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"West Desert, Snake Valley",west-desert-snake-valley,"West Desert, Snake Valley",Any Legal Weapon,Any Legal Weapon,3,SFW,5755.56,Pronghorn,284,284 | 287 | 288,false,,true,246,PB5021 | PB5052
CP-PRONGHORN-WEST-DESERT-SNAKE-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"West Desert, Snake Valley",west-desert-snake-valley,"West Desert, Snake Valley",Any Legal Weapon,Any Legal Weapon,1,MDF,5755.56,Pronghorn,285,285,false,,true,246,PB5021 | PB5052
CP-PRONGHORN-WEST-DESERT-SNAKE-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,RMEF,"West Desert, Snake Valley",west-desert-snake-valley,"West Desert, Snake Valley",Any Legal Weapon,Any Legal Weapon,1,RMEF,5755.56,Pronghorn,286,286,false,,true,246,PB5021 | PB5052
CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOOK-CLIFFS-SOUTH-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Ram,Conservation,UWSF,"Book Cliffs, South",book-cliffs-south,"Book Cliffs, South",Any Legal Weapon,Any Legal Weapon,1,UWSF,208333.33,Rocky Mountain Bighorn Sheep,290,290,true,Book Cliffs South Conservation,false,15,RS1001
CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-EARLY-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Ram,Conservation,UWSF,"Box Elder, Newfoundland Mtns (early)",box-elder-newfoundland-mtns-early,"Box Elder, Newfoundland Mtn",Any Legal Weapon,Any Legal Weapon,1,UWSF,133333.33,Rocky Mountain Bighorn Sheep,291,291,true,Box Elder Newfoundland Mtn Conservation,false,20,RS1003
CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-LATE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Ram,Conservation,UWSF,"Box Elder, Newfoundland Mtns (late)",box-elder-newfoundland-mtns-late,"Box Elder, Newfoundland Mtn",Any Legal Weapon,Any Legal Weapon,1,UWSF,117000,Rocky Mountain Bighorn Sheep,292,292,true,Box Elder Newfoundland Mtn Conservation,false,20,RS1003
CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-FILLMORE-OAK-CREEK-LATE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Ram,Conservation,UWSF,"Fillmore, Oak Creek (late)",fillmore-oak-creek-late,"Fillmore, Oak Creek",Any Legal Weapon,Any Legal Weapon,1,UWSF,105000,Rocky Mountain Bighorn Sheep,293,293,false,,true,668 | 81 | 85,RS1004 | RS1005 | RS6720 | RS6726 | RS6727
CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-NINE-MILE-GRAY-CANYON-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Ram,Conservation,SFW,"Nine Mile, Gray Canyon",nine-mile-gray-canyon,"Nine Mile, Gray Canyon",Any Legal Weapon,Any Legal Weapon,1,SFW,225000,Rocky Mountain Bighorn Sheep,294,294,true,Nine Mile Gray Canyon Conservation,false,821,RS1006
CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-STATEWIDE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Ram,Conservation,SFW,Statewide,statewide,Bighorn Sheep - Statewide Conservation,Any Legal Weapon,,1,SFW,230000,Rocky Mountain Bighorn Sheep,295,295,true,Statewide Rocky Bighorn Conservation,false,454,RS6718
CP-TURKEY-CENTRAL-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,NWTF,Central Area,central-area,Central Area,Multiseason,Multiseason,2,NWTF,795.83,Turkey,296,296 | 299,false,,true,887,TK1003 | TK1012
CP-TURKEY-CENTRAL-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,SFW,Central Area,central-area,Central Area,Multiseason,Multiseason,5,SFW,795.83,Turkey,297,297 | 298 | 300 | 302 | 303,false,,true,887,TK1003 | TK1012
CP-TURKEY-CENTRAL-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,MDF,Central Area,central-area,Central Area,Multiseason,Multiseason,1,MDF,795.83,Turkey,301,301,false,,true,887,TK1003 | TK1012
CP-TURKEY-NORTHEASTERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,WCF,Northeastern Area,northeastern-area,Northeastern Area,Multiseason,Multiseason,1,WCF,1038.54,Turkey,304,304,false,,true,886,TK1004 | TK1013
CP-TURKEY-NORTHEASTERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,SFW,Northeastern Area,northeastern-area,Northeastern Area,Multiseason,Multiseason,6,SFW,1038.54,Turkey,305,305 | 306 | 307 | 309 | 310 | 311,false,,true,886,TK1004 | TK1013
CP-TURKEY-NORTHEASTERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,NWTF,Northeastern Area,northeastern-area,Northeastern Area,Multiseason,Multiseason,1,NWTF,1038.54,Turkey,308,308,false,,true,886,TK1004 | TK1013
CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,DSC,Northern Area,northern-area,Northern Area,Multiseason,Multiseason,1,DSC,519.79,Turkey,312,312,false,,true,888,TK1005 | TK1014
CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,UHA,Northern Area,northern-area,Northern Area,Multiseason,Multiseason,1,UHA,519.79,Turkey,313,313,false,,true,888,TK1005 | TK1014
CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,SFW,Northern Area,northern-area,Northern Area,Multiseason,Multiseason,4,SFW,519.79,Turkey,314,314 | 316 | 317 | 318,false,,true,888,TK1005 | TK1014
CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,WCF,Northern Area,northern-area,Northern Area,Multiseason,Multiseason,1,WCF,519.79,Turkey,315,315,false,,true,888,TK1005 | TK1014
CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,NWTF,Northern Area,northern-area,Northern Area,Multiseason,Multiseason,1,NWTF,519.79,Turkey,319,319,false,,true,888,TK1005 | TK1014
CP-TURKEY-SOUTHEASTERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,NWTF,Southeastern Area,southeastern-area,Southeastern Area,Multiseason,Multiseason,3,NWTF,1037.5,Turkey,320,320 | 321 | 327,false,,true,884,TK1006 | TK1015
CP-TURKEY-SOUTHEASTERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,SFW,Southeastern Area,southeastern-area,Southeastern Area,Multiseason,Multiseason,5,SFW,1037.5,Turkey,322,322 | 323 | 324 | 325 | 326,false,,true,884,TK1006 | TK1015
CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,UHA,Southern Area,southern-area,Southern Area,Multiseason,Multiseason,1,UHA,597.92,Turkey,328,328,false,,true,885,TK1007 | TK1016
CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,MDF,Southern Area,southern-area,Southern Area,Multiseason,Multiseason,1,MDF,597.92,Turkey,329,329,false,,true,885,TK1007 | TK1016
CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,SFW,Southern Area,southern-area,Southern Area,Multiseason,Multiseason,4,SFW,597.92,Turkey,330,330 | 331 | 332 | 335,false,,true,885,TK1007 | TK1016
CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON,Turkey,Bearded,Conservation,NWTF,Southern Area,southern-area,Southern Area,Multiseason,Multiseason,2,NWTF,597.92,Turkey,333,333 | 334,false,,true,885,TK1007 | TK1016
CP-TURKEY-STATEWIDE-BEARDED-ANY-LEGAL-WEAPON,Turkey,Bearded,Conservation,SFW,Statewide,statewide,Turkey - Statewide Conservation,Any Legal Weapon,,1,SFW,2450,Turkey,336,336,true,Statewide Turkey Conservation,false,454,TK1017
