recommendation_year,hunt_code,species,permit_category,section_title,hunt_name,weapon,sex_type,access_class,permit_split_type,resident_permits_prior_raw,nonresident_permits_prior_raw,total_permits_prior_raw,resident_permits_raw,nonresident_permits_raw,total_permits_raw,resident_permits_prior,nonresident_permits_prior,total_permits_prior,resident_permits,nonresident_permits,total_permits,source_type,source_authority_level,source_file,source_page_number
2026,DB1080,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Nebo,Muzzleloader,,Public,resident_nonresident,22,3,25,23,3,26,22,3,25,23,3,26,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1081,Deer,2026 RAC Workbook Permit Recommendations,Table 1,La Sal Mtns,Muzzleloader,,Public,resident_nonresident,8,1,9,8,1,9,8,1,9,8,1,9,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1083,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Panguitch Lake,Muzzleloader,,Public,resident_nonresident,11,1,12,12,1,13,11,1,12,12,1,13,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1084,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Boulder/Kaiparowits,Muzzleloader,,Public,resident_nonresident,11,1,12,12,1,13,11,1,12,12,1,13,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1085,Deer,2026 RAC Workbook Permit Recommendations,Table 1,"San Juan, Abajo Mtns",Muzzleloader,,Public,resident_nonresident,12,1,13,13,1,14,12,1,13,13,1,14,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1086,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Vernal/Bonanza,Muzzleloader,,Public,resident_nonresident,5,1,6,6,1,7,5,1,6,6,1,7,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1087,Deer,2026 RAC Workbook Permit Recommendations,Table 1,"Wasatch Mtns, West",Muzzleloader,,Public,resident_nonresident,30,3,33,36,4,40,30,3,33,36,4,40,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1090,Deer,2026 RAC Workbook Permit Recommendations,Table 1,"Book Cliffs, Floy Canyon",,,Public,resident_nonresident,6,1,7,6,1,7,6,1,7,6,1,7,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1091,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Kaiparowits HAMSS,,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1100,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Chalk Creek,Muzzleloader,,Public,resident_nonresident,10,1,11,10,1,11,10,1,11,10,1,11,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1101,Deer,2026 RAC Workbook Permit Recommendations,Table 1,East Canyon,Muzzleloader,,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1103,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Morgan-South Rich,Muzzleloader,,Public,resident_nonresident,7,1,8,7,1,8,7,1,8,7,1,8,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1105,Deer,2026 RAC Workbook Permit Recommendations,Table 1,East Canyon,,,Public,resident_nonresident,6,1,7,6,1,7,6,1,7,6,1,7,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1106,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Thousand Lakes,Archery,,Public,resident_nonresident,21,2,23,20,2,22,21,2,23,20,2,22,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1107,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Thousand Lakes,Muzzleloader,,Public,resident_nonresident,21,2,23,20,2,22,21,2,23,20,2,22,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1108,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Thousand Lakes,Any Legal Weapon,,Public,resident_nonresident,25,3,28,27,3,30,25,3,28,27,3,30,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1109,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Thousand Lakes,Multiseason,,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1110,Deer,2026 RAC Workbook Permit Recommendations,Table 1,"Beaver, East",Muzzleloader,,Public,resident_nonresident,9,1,10,10,1,11,9,1,10,10,1,11,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1111,Deer,2026 RAC Workbook Permit Recommendations,Table 1,"Beaver, West",Muzzleloader,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1112,Deer,2026 RAC Workbook Permit Recommendations,Table 1,"West Desert, Swasey",Muzzleloader,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1113,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Oquirrh/Tintic,Muzzleloader,,Public,resident_nonresident,11,1,12,10,1,11,11,1,12,10,1,11,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1114,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Cedar/Stansbury,Muzzleloader,,Public,resident_nonresident,5,1,6,5,1,6,5,1,6,5,1,6,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1115,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Little Rockies,Any Legal Weapon,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1116,Deer,2026 RAC Workbook Permit Recommendations,Table 1,"San Juan, Mancos Mesa",,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1119,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Moab Valley,Any Legal Weapon,,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1120,Deer,2026 RAC Workbook Permit Recommendations,Table 1,Castle Valley,Any Legal Weapon,,Public,resident_nonresident,13,2,15,13,2,15,13,2,15,13,2,15,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,DB1121,Deer,2026 PREMIUM LIMITED ENTRY BUCK DEER,Antelope Island Management,Antelope Island,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1200,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Alton - Premium Buck CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,3,0,3,,,,3,0,3,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1201,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Alton - Management Buck CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1202,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Antelope Creek CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1203,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Avintaquin Canyon CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1204,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Bally Watts CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1205,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Bar J Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1206,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Bear Mountain CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1207,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Bear Springs CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1208,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Blackhawk CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1209,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Blind Springs CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1211,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Blue Spring Hills CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1212,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Bluebell CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1213,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Boobe Hole CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1215,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Buckhorn Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1216,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Castle Valley Outdoors CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1217,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Causey Spring CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1219,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Chimney Rock CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1222,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Coldwater Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1224,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cotton Thomas CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1227,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Deer Haven CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1228,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Deseret CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,13,0,13,,,,13,0,13,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1229,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Dilly Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1230,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Double R Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1231,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Dove Creek CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1232,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Durst Mountain CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1233,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,East Fork Chalk Creek CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,4,0,4,,,,4,0,4,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1234,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,East Zion CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1236,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Engineer Springs CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1237,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Ensign Ranches CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,3,0,3,,,,3,0,3,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1238,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Folley Ridge CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,3,0,3,,,,3,0,3,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1239,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fort Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1240,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,George Creek CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1241,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Golden Spike CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1242,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Grass Valley/Clark Canyon CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,14,0,14,,,,14,0,14,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1243,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Grazing Pasture CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1244,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Green Canyon CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1245,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Guildersleeve CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1246,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Hardscrabble CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1248,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Heaston East CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1249,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Hiawatha CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1250,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Indian Creek CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1251,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Indian Head CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1252,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Ingham Peak CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,3,0,3,,,,3,0,3,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1253,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Circle E Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1255,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Johnson Mountain Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1256,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Junction Valley CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,5,0,5,,,,5,0,5,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1258,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Little Red Creek CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1259,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Tunnel Hollow CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1260,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Middle Ridge CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1261,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Minnie Maud Ridge CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,5,0,5,,,,5,0,5,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1263,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Moon Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1264,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Mountain Meadow CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1265,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Mountain Top CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1266,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Mt Carmel CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,3,0,3,,,,3,0,3,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1269,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,North Promontory CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1270,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nucor West CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1271,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Oak Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,3,0,3,,,,3,0,3,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1272,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Old Woman Plateau CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,3,0,3,,,,3,0,3,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1273,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Park Valley Hereford CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,6,0,6,,,,6,0,6,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1274,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Patmos Ridge CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1275,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pine Canyon CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1276,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Plymouth Peak CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1277,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pocatello Valley CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1279,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Preston Nutter Ranch CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1280,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Promontory Point CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1281,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Rattlesnake Pass CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1282,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Redd Ranches CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1283,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Roan Cliffs CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1285,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Sand Creek CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1286,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pisgah Mountain CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1287,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Scofield Canyons CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1288,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Scofield West CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1289,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Sharp Mountain CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1290,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Skull Crack CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1291,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Skull Valley South CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,1,0,1,,,,1,0,1,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1292,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Soldier Summit CWMU,Any Legal Weapon,,Public,resident_nonresident,,,,2,0,2,,,,2,0,2,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
