hunt_code,join_key,source_family_presence,has_harvest,has_bonus_draw,has_antlerless_draw,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total,hunters,harvest,percent_success,avg_days,satisfaction,bonus_draw_hunt_code,bonus_draw_resident_rows,bonus_draw_row_count,bonus_draw_resident_min_point,bonus_draw_resident_max_point,bonus_draw_resident_total_applicants,bonus_draw_resident_bonus_permits,bonus_draw_resident_random_permits,bonus_draw_resident_total_permits,bonus_draw_resident_highest_point_with_permit,bonus_draw_resident_lowest_point_with_permit,bonus_draw_nonresident_rows,bonus_draw_nonresident_min_point,bonus_draw_nonresident_max_point,bonus_draw_nonresident_total_applicants,bonus_draw_nonresident_bonus_permits,bonus_draw_nonresident_random_permits,bonus_draw_nonresident_total_permits,bonus_draw_nonresident_highest_point_with_permit,bonus_draw_nonresident_lowest_point_with_permit,antlerless_draw_land_type,antlerless_draw_resident_rows,antlerless_draw_hunt_code,antlerless_draw_row_count,antlerless_resident_min_point,antlerless_resident_max_point,antlerless_draw_resident_total_applicants,antlerless_draw_resident_permits_awarded,antlerless_draw_resident_highest_point_with_permit,antlerless_draw_resident_lowest_point_with_permit,antlerless_draw_nonresident_rows,antlerless_nonresident_min_point,antlerless_nonresident_max_point,antlerless_draw_nonresident_total_applicants,antlerless_draw_nonresident_permits_awarded,antlerless_draw_nonresident_highest_point_with_permit,antlerless_draw_nonresident_lowest_point_with_permit
EA1171,EA1171,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Summit Point,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,10,9,6,66.7,3.8,4.3,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1171,40,0,19,19,4,3,1,20,0,19,0,0,,
EA1172,EA1172,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Three C,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,14,13,8,61.5,11.5,3.7,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1172,40,0,19,81,8,5,4,20,0,19,0,0,,
EA1174,EA1174,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Two Bear,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,58,56,40,71.4,1.7,4.2,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1174,40,0,19,189,48,5,2,20,0,19,0,0,,
EA1175,EA1175,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Wallsburg,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,10,7,2,28.6,2.3,3.4,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1175,40,0,19,11,8,4,0,20,0,19,0,0,,
EA1177,EA1177,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Woodruff Creek South,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,8,8,3,37.5,1.9,5.0,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1177,40,0,19,28,7,4,2,20,0,19,0,0,,
EA1180,EA1180,performance,True,False,False,performance,,,Elk,La Sal,Conservation,Any Legal Weapon,Female Only,Public,2,2,2,100.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA1187,EA1187,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Paunsaugunt, Hatch Bench",Antlerless,Any Legal Weapon,Female Only,Public,15,12,1,8.3,8.2,1.9,,,,,,,,,,,,,,,,,,,,,public,20,EA1187,40,0,19,27,11,3,1,20,0,19,3,2,4,1
EA1189,EA1189,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Wasatch Mtns, West-Central",Antlerless,Muzzleloader,Female Only,Public,423,354,49,13.8,4.0,3.1,,,,,,,,,,,,,,,,,,,,,public,20,EA1189,40,0,19,299,299,4,0,20,0,19,18,18,2,0
EA1192,EA1192,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Pahvant Ensign,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,6,6,1,16.7,2.0,2.4,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1192,40,0,19,11,5,4,1,20,0,19,0,0,,
EA1193,EA1193,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Cache, Rich",Antlerless,Any Legal Weapon,Female Only,Public,20,20,12,60.0,4.1,3.4,,,,,,,,,,,,,,,,,,,,,public,20,EA1193,40,0,19,199,15,5,3,20,0,19,7,2,1,1
EA1196,EA1196,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"North Slope, Summit",Antlerless,Any Legal Weapon,Female Only,Public,75,73,18,24.7,4.2,3.4,,,,,,,,,,,,,,,,,,,,,public,20,EA1196,40,0,19,309,54,8,2,20,0,19,12,7,1,0
EA1198,EA1198,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Bear Springs,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,2,2,2,100.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1198,40,0,19,19,2,4,4,20,0,19,0,0,,
EA1200,EA1200,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Double R Ranch,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,10,10,10,100.0,2.1,5.0,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1200,40,0,19,45,8,6,2,20,0,19,0,0,,
EA1201,EA1201,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Mountain Sky Ranch,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,10,10,9,90.0,3.2,4.5,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1201,40,0,19,53,8,5,3,20,0,19,0,0,,
EA1203,EA1203,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Box Elder, Pilot Mtn",Antlerless,Any Legal Weapon,Female Only,Public,5,5,2,40.0,3.2,2.6,,,,,,,,,,,,,,,,,,,,,public,20,EA1203,40,0,19,29,4,4,4,20,0,19,10,1,6,6
EA1204,EA1204,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Box Elder, Pilot Mtn",Antlerless,Any Legal Weapon,Female Only,Public,5,5,2,40.0,1.8,4.0,,,,,,,,,,,,,,,,,,,,,public,20,EA1204,40,0,19,60,4,7,5,20,0,19,14,1,6,6
EA1206,EA1206,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Cache, Richmond Hyde Park",Antlerless,Any Legal Weapon,Female Only,Public,10,8,2,25.0,6.2,4.2,,,,,,,,,,,,,,,,,,,,,public,20,EA1206,40,0,19,52,8,4,3,20,0,19,1,1,2,2
EA1207,EA1207,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Nebo, Moroni Hills",Antlerless,Any Legal Weapon,Female Only,Public,8,8,0,0.0,4.7,2.1,,,,,,,,,,,,,,,,,,,,,public,20,EA1207,40,0,19,19,8,3,1,20,0,19,1,1,0,0
EA1208,EA1208,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Nebo,Antlerless,Any Legal Weapon,Female Only,Public,271,231,106,45.9,6.5,3.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1208,40,0,19,1204,198,7,3,20,0,19,63,23,6,1
EA1209,EA1209,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Fillmore, Oak Creek LE",Antlerless,Any Legal Weapon,Female Only,Public,49,43,11,25.6,14.5,2.5,,,,,,,,,,,,,,,,,,,,,public,20,EA1209,40,0,19,165,36,6,2,20,0,19,10,4,2,1
EA1217,EA1217,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Wasatch Mtns, Avintaquin",Antlerless,Any Legal Weapon,Female Only,Public,148,131,34,26.0,4.9,3.2,,,,,,,,,,,,,,,,,,,,,public,20,EA1217,40,0,19,215,118,5,0,20,0,19,11,11,0,0
EA1220,EA1220,performance,True,False,False,performance,,,Elk,Manti,Antlerless,Any Legal Weapon,Female Only,Public,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA1221,EA1221,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Antlerless,Any Legal Weapon,Female Only,Public,1,1,0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA1222,EA1222,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Beaver, East",Antlerless,Any Legal Weapon,Female Only,Public,30,26,11,42.3,5.7,3.7,,,,,,,,,,,,,,,,,,,,,public,20,EA1222,40,0,19,546,22,7,5,20,0,19,61,3,6,5
EA1223,EA1223,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Beaver, East",Antlerless,Any Legal Weapon,Female Only,Public,29,29,11,37.9,3.5,3.2,,,,,,,,,,,,,,,,,,,,,public,20,EA1223,40,0,19,174,22,6,4,20,0,19,22,3,5,3
EA1224,EA1224,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Book Cliffs, Bitter Creek/South",Antlerless,Any Legal Weapon,Female Only,Public,129,118,68,57.6,4.0,3.9,,,,,,,,,,,,,,,,,,,,,public,20,EA1224,40,0,19,453,94,6,2,20,0,19,47,11,5,3
EA1225,EA1225,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Book Cliffs, Bitter Creek/South",Antlerless,Muzzleloader,Female Only,Public,154,146,114,78.1,2.9,4.4,,,,,,,,,,,,,,,,,,,,,public,20,EA1225,40,0,19,844,118,6,3,20,0,19,82,13,7,3
EA1226,EA1226,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Nebo, Moroni Hills",Antlerless,Any Legal Weapon,Female Only,Public,10,5,0,0.0,3.6,2.2,,,,,,,,,,,,,,,,,,,,,public,20,EA1226,40,0,19,10,8,2,0,20,0,19,2,1,0,0
EA1228,EA1228,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Morgan-South Rich,Antlerless,Any Legal Weapon,Female Only,Public,72,49,15,30.6,2.9,3.0,,,,,,,,,,,,,,,,,,,,,public,20,EA1228,40,0,19,69,58,3,0,20,0,19,7,7,1,0
EA1229,EA1229,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Morgan-South Rich,Antlerless,Any Legal Weapon,Female Only,Public,158,120,36,30.0,4.3,2.6,,,,,,,,,,,,,,,,,,,,,public,20,EA1229,40,0,19,391,116,4,1,20,0,19,22,13,1,0
EA1231,EA1231,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"West Desert, Tintic Valley",Antlerless,Any Legal Weapon,Female Only,Public,50,40,13,32.5,10.4,2.7,,,,,,,,,,,,,,,,,,,,,public,20,EA1231,40,0,19,323,36,6,3,20,0,19,29,4,2,1
EA1233,EA1233,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Avintaquin Canyon,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,4,4,0,0.0,4.5,2.8,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1233,40,0,19,9,4,5,1,20,0,19,0,0,,
EA1234,EA1234,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Royal Ivory Outfitters,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,16,16,7,43.8,1.9,3.9,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1234,40,0,19,23,12,4,2,20,0,19,0,0,,
EA1235,EA1235,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Sharp Mountain,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,10,10,3,30.0,3.6,3.0,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1235,40,0,19,53,8,7,3,20,0,19,0,0,,
EA1236,EA1236,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,East Canyon,Antlerless,Any Legal Weapon,Female Only,Public,147,116,7,6.0,6.3,2.6,,,,,,,,,,,,,,,,,,,,,public,20,EA1236,40,0,19,344,108,4,1,20,0,19,13,12,4,0
EA1237,EA1237,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"La Sal Mtns, North",Antlerless,Any Legal Weapon,Female Only,Public,170,130,11,8.5,6.2,2.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1237,40,0,19,42,42,3,0,20,0,19,13,13,1,0
EA1239,EA1239,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Nine Mile, Range Creek",Antlerless,Any Legal Weapon,Female Only,Public,50,43,15,34.9,5.1,2.8,,,,,,,,,,,,,,,,,,,,,public,20,EA1239,40,0,19,40,40,2,0,20,0,19,6,5,0,0
EA1240,EA1240,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Nine Mile, Range Creek",Antlerless,Any Legal Weapon,Female Only,Public,149,128,61,47.7,7.5,3.5,,,,,,,,,,,,,,,,,,,,,public,20,EA1240,40,0,19,182,121,5,0,20,0,19,17,15,1,0
EA1242,EA1242,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Vernal, Buckskin Hills-Jensen",Antlerless,Any Legal Weapon,Female Only,Public,98,90,23,25.6,5.9,2.8,,,,,,,,,,,,,,,,,,,,,public,20,EA1242,40,0,19,72,72,3,0,20,0,19,12,10,2,0
EA1243,EA1243,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Vernal, Buckskin Hills-Jensen",Antlerless,Any Legal Weapon,Female Only,Public,97,80,32,40.0,6.3,3.1,,,,,,,,,,,,,,,,,,,,,public,20,EA1243,40,0,19,89,72,2,0,20,0,19,15,9,1,0
EA1244,EA1244,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Yellowstone,Antlerless,Any Legal Weapon,Female Only,Public,100,86,15,17.4,4.4,3.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1244,40,0,19,407,72,7,2,20,0,19,36,8,2,1
EA1245,EA1245,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Yellowstone,Antlerless,Muzzleloader,Female Only,Public,50,38,11,28.9,4.3,3.6,,,,,,,,,,,,,,,,,,,,,public,20,EA1245,40,0,19,69,43,3,0,20,0,19,2,2,1,0
EA1250,EA1250,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"North Slope, West Daggett",Antlerless,Any Legal Weapon,Female Only,Public,30,28,8,28.6,6.5,3.6,,,,,,,,,,,,,,,,,,,,,public,20,EA1250,40,0,19,202,22,7,3,20,0,19,18,3,3,2
EA1251,EA1251,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Southwest Desert, Burbank/Garrison",Antlerless,Any Legal Weapon,Female Only,Public,14,12,3,25.0,4.7,1.7,,,,,,,,,,,,,,,,,,,,,public,20,EA1251,40,0,19,41,11,6,2,20,0,19,10,2,9,9
EA1254,EA1254,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Pine Valley,Antlerless,Any Legal Weapon,Female Only,Public,30,26,1,3.8,7.8,2.4,,,,,,,,,,,,,,,,,,,,,public,20,EA1254,40,0,19,92,22,5,2,20,0,19,8,3,3,2
EA1256,EA1256,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Little Pole Canyon,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,9,6,2,33.3,2.4,3.8,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1256,40,0,19,22,8,3,1,20,0,19,0,0,,
EA1257,EA1257,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Tunnel Hollow,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,5,5,3,60.0,2.7,5.0,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1257,40,0,19,21,4,4,3,20,0,19,0,0,,
EA1259,EA1259,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Diamond Mountain CWMU,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,2,2,1,50.0,2.5,4.0,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1259,40,0,19,20,2,4,4,20,0,19,0,0,,
EA1260,EA1260,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Blackhawk,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,5,5,1,20.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1260,40,0,19,9,5,3,0,20,0,19,0,0,,
EA1261,EA1261,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,West Ridge,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,6,6,2,33.3,1.6,3.4,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1261,40,0,19,11,4,1,1,20,0,19,0,0,,
EA1263,EA1263,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Weber Florence Creek/Stillman Creek,CWMU Antlerless,Any Legal Weapon,Female Only,CWMU,79,76,42,55.3,4.0,4.1,,,,,,,,,,,,,,,,,,,,,cwmu,20,EA1263,40,0,19,75,28,7,1,20,0,19,0,0,,
EA1264,EA1264,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Wasatch Mtns, Rabbit Gulch",Antlerless,Any Legal Weapon,Female Only,Public,46,42,17,40.5,2.8,3.7,,,,,,,,,,,,,,,,,,,,,public,20,EA1264,40,0,19,84,36,6,0,20,0,19,5,4,0,0
EA1265,EA1265,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Wasatch Mtns, Tabby Mtn",Antlerless,Any Legal Weapon,Female Only,Public,100,87,60,69.0,2.9,3.9,,,,,,,,,,,,,,,,,,,,,public,20,EA1265,40,0,19,436,72,7,2,20,0,19,9,8,2,0
EA1266,EA1266,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Box Elder, Hansel Mtn",Antlerless,Any Legal Weapon,Female Only,Public,20,19,10,52.6,11.3,3.1,,,,,,,,,,,,,,,,,,,,,public,20,EA1266,40,0,19,66,15,4,2,20,0,19,3,2,3,1
EA1267,EA1267,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Cache,Antlerless,Any Legal Weapon,Female Only,Public,87,81,24,29.6,6.0,3.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1267,40,0,19,986,65,5,3,20,0,19,33,8,2,1
EA1268,EA1268,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"North Slope, Summit",Antlerless,Archery,Female Only,Public,147,118,10,8.5,8.5,2.9,,,,,,,,,,,,,,,,,,,,,public,20,EA1268,40,0,19,77,77,3,0,20,0,19,2,2,0,0
EA1269,EA1269,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Ogden (excludes Hyrum),Antlerless,Any Legal Weapon,Female Only,Public,199,143,43,30.1,5.4,3.1,,,,,,,,,,,,,,,,,,,,,public,20,EA1269,40,0,19,221,158,5,0,20,0,19,5,5,3,0
EA1270,EA1270,performance,True,False,False,performance,,,Elk,Manti,Conservation,Any Legal Weapon,Female Only,Public,4,4,3,75.0,1.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA1271,EA1271,performance,True,False,False,performance,,,Elk,Fishlake,Conservation,Any Legal Weapon,Female Only,Public,3,3,3,100.0,2.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA1272,EA1272,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"East Canyon, East",Antlerless,Any Legal Weapon,Female Only,Public,145,99,5,5.1,6.5,2.4,,,,,,,,,,,,,,,,,,,,,public,20,EA1272,40,0,19,159,117,3,0,20,0,19,6,6,1,0
EA1273,EA1273,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"North Slope, Three Corners",Antlerless,Any Legal Weapon,Female Only,Public,25,23,19,82.6,3.1,4.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1273,40,0,19,73,18,6,2,20,0,19,1,1,0,0
EA1274,EA1274,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"North Slope, Three Corners",Antlerless,Archery,Female Only,Public,25,19,1,5.3,5.3,4.1,,,,,,,,,,,,,,,,,,,,,public,20,EA1274,40,0,19,14,14,5,0,20,0,19,1,1,0,0
EA1276,EA1276,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Wasatch Mtns, Box Elder Peak",Antlerless,Any Legal Weapon,Female Only,Public,43,30,11,36.7,3.4,3.5,,,,,,,,,,,,,,,,,,,,,public,20,EA1276,40,0,19,33,33,4,0,20,0,19,3,3,0,0
EA1277,EA1277,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"North Slope, Three Corners",Antlerless,Any Legal Weapon,Female Only,Public,25,24,15,62.5,2.1,4.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1277,40,0,19,93,18,7,3,20,0,19,2,2,12,1
EA1278,EA1278,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Ferron-Nelson Mtn,Antlerless,Any Legal Weapon,Female Only,Public,50,39,19,48.7,5.4,3.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1278,40,0,19,19,19,3,0,20,0,19,1,1,0,0
EA1279,EA1279,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Ferron-Nelson Mtn,Antlerless,Any Legal Weapon,Female Only,Public,49,42,14,33.3,7.7,3.1,,,,,,,,,,,,,,,,,,,,,public,20,EA1279,40,0,19,28,28,5,0,20,0,19,4,4,1,0
EA1280,EA1280,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"La Sal Mtns, North",Antlerless,Any Legal Weapon,Female Only,Public,167,111,34,30.6,5.0,3.2,,,,,,,,,,,,,,,,,,,,,public,20,EA1280,40,0,19,14,14,2,0,20,0,19,5,5,2,0
EA1281,EA1281,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Mt Dutton, Deep Creek",Antlerless,Any Legal Weapon,Female Only,Public,73,64,24,37.5,4.2,3.3,,,,,,,,,,,,,,,,,,,,,public,20,EA1281,40,0,19,62,54,5,0,20,0,19,9,7,4,1
EA1282,EA1282,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Ogden, North",Antlerless,Archery,Female Only,Public,30,0,,,,,,,,,,,,,,,,,,,,,,,,,public,20,EA1282,40,0,19,10,10,2,0,20,0,19,2,2,0,0
EA1283,EA1283,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Panguitch Lake,Antlerless,Archery,Female Only,Public,35,30,3,10.0,5.1,3.2,,,,,,,,,,,,,,,,,,,,,public,20,EA1283,40,0,19,69,29,4,1,20,0,19,15,4,5,1
EA1284,EA1284,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Panguitch Lake,Antlerless,Muzzleloader,Female Only,Public,35,27,4,14.8,4.3,2.6,,,,,,,,,,,,,,,,,,,,,public,20,EA1284,40,0,19,70,25,6,2,20,0,19,6,4,4,0
EA1285,EA1285,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Panguitch Lake,Antlerless,Any Legal Weapon,Female Only,Public,32,31,19,61.3,2.2,4.0,,,,,,,,,,,,,,,,,,,,,public,20,EA1285,40,0,19,301,25,6,5,20,0,19,33,4,7,5
EA1286,EA1286,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Monroe,Antlerless,Any Legal Weapon,Female Only,Public,16,15,9,60.0,3.8,3.8,,,,,,,,,,,,,,,,,,,,,public,20,EA1286,40,0,19,422,22,9,5,20,0,19,35,3,6,4
EA2000,EA2000,performance,True,False,False,performance,,,Elk,Antlerless Elk Control,Antlerless Elk Control,Any Legal Weapon,Female Only,Public,1434,1151,77,6.7,5.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2002,EA2002,performance,True,False,False,performance,,,Elk,Morgan-South Rich,Private Lands Only,Any Legal Weapon,Female Only,Public,193,149,37,24.8,5.8,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2003,EA2003,performance,True,False,False,performance,,,Elk,East Canyon,Private Lands Only,Any Legal Weapon,Female Only,Public,313,269,105,39.0,9.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2004,EA2004,performance,True,False,False,performance,,,Elk,Chalk Creek,Private Lands Only,Any Legal Weapon,Female Only,Public,590,461,163,35.4,7.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2005,EA2005,performance,True,False,False,performance,,,Elk,"North Slope, West Daggett",Private Lands Only,Any Legal Weapon,Female Only,Public,67,43,23,53.5,3.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2006,EA2006,performance,True,False,False,performance,,,Elk,Yellowstone,Private Lands Only,Any Legal Weapon,Female Only,Public,495,413,193,46.7,10.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2008,EA2008,performance,True,False,False,performance,,,Elk,"Nine Mile, Anthro-Myton Bench",Private Lands Only,Any Legal Weapon,Female Only,Public,41,36,20,55.6,11.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2009,EA2009,performance,True,False,False,performance,,,Elk,La Sal Mtns,Private Lands Only,Any Legal Weapon,Female Only,Public,70,54,15,27.8,7.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2010,EA2010,performance,True,False,False,performance,,,Elk,San Juan,Private Lands Only,Any Legal Weapon,Female Only,Public,50,42,11,26.2,15.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2011,EA2011,performance,True,False,False,performance,,,Elk,Manti,Private Lands Only,Any Legal Weapon,Female Only,Public,298,231,96,41.6,9.7,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2012,EA2012,performance,True,False,False,performance,,,Elk,"Wasatch Mtns, West",Private Lands Only,Any Legal Weapon,Female Only,Public,168,143,76,53.1,5.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2013,EA2013,performance,True,False,False,performance,,,Elk,"Wasatch Mtns, Currant Creek",Private Lands Only,Any Legal Weapon,Female Only,Public,148,111,42,37.8,6.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2014,EA2014,performance,True,False,False,performance,,,Elk,"Wasatch Mtns, Avintaquin - White River",Private Lands Only,Any Legal Weapon,Female Only,Public,27,22,9,40.9,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2015,EA2015,performance,True,False,False,performance,,,Elk,Paunsaugunt,Private Lands Only,Any Legal Weapon,Female Only,Public,93,64,16,25.0,9.8,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2016,EA2016,performance,True,False,False,performance,,,Elk,Nebo,Private Lands Only,Any Legal Weapon,Female Only,Public,275,207,76,36.7,11.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2017,EA2017,performance,True,False,False,performance,,,Elk,Mt Dutton,Private Lands Only,Any Legal Weapon,Female Only,Public,65,50,30,60.0,6.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2018,EA2018,performance,True,False,False,performance,,,Elk,Panguitch Lake,Private Lands Only,Any Legal Weapon,Female Only,Public,72,54,26,48.1,10.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2019,EA2019,performance,True,False,False,performance,,,Elk,"West Desert, Tintic Valley",Private Lands Only,Any Legal Weapon,Female Only,Public,59,50,15,30.0,13.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2020,EA2020,performance,True,False,False,performance,,,Elk,Zion,Private Lands Only,Any Legal Weapon,Female Only,Public,318,245,67,27.3,13.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
