hunt_code,join_key,source_family_presence,has_harvest,has_bonus_draw,has_antlerless_draw,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total,hunters,harvest,percent_success,avg_days,satisfaction,bonus_draw_hunt_code,bonus_draw_resident_rows,bonus_draw_row_count,bonus_draw_resident_min_point,bonus_draw_resident_max_point,bonus_draw_resident_total_applicants,bonus_draw_resident_bonus_permits,bonus_draw_resident_random_permits,bonus_draw_resident_total_permits,bonus_draw_resident_highest_point_with_permit,bonus_draw_resident_lowest_point_with_permit,bonus_draw_nonresident_rows,bonus_draw_nonresident_min_point,bonus_draw_nonresident_max_point,bonus_draw_nonresident_total_applicants,bonus_draw_nonresident_bonus_permits,bonus_draw_nonresident_random_permits,bonus_draw_nonresident_total_permits,bonus_draw_nonresident_highest_point_with_permit,bonus_draw_nonresident_lowest_point_with_permit,antlerless_draw_land_type,antlerless_draw_resident_rows,antlerless_draw_hunt_code,antlerless_draw_row_count,antlerless_resident_min_point,antlerless_resident_max_point,antlerless_draw_resident_total_applicants,antlerless_draw_resident_permits_awarded,antlerless_draw_resident_highest_point_with_permit,antlerless_draw_resident_lowest_point_with_permit,antlerless_draw_nonresident_rows,antlerless_nonresident_min_point,antlerless_nonresident_max_point,antlerless_draw_nonresident_total_applicants,antlerless_draw_nonresident_permits_awarded,antlerless_draw_nonresident_highest_point_with_permit,antlerless_draw_nonresident_lowest_point_with_permit
DB1542,DB1542,performance,True,False,False,performance,,,Deer,Nine Mile,General Season,Any Legal Weapon,Male Only,Public,533,467,250,53.5,4.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1543,DB1543,performance,True,False,False,performance,,,Deer,North Slope,General Season,Any Legal Weapon,Male Only,Public,1114,959,392,40.9,4.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1544,DB1544,performance,True,False,False,performance,,,Deer,Ogden,General Season,Any Legal Weapon,Male Only,Public,1352,1164,437,37.5,3.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1546,DB1546,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season,Any Legal Weapon,Male Only,Public,837,785,473,60.3,4.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1547,DB1547,performance,True,False,False,performance,,,Deer,Pine Valley,General Season,Any Legal Weapon,Male Only,Public,1160,1034,402,38.9,5.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1549,DB1549,performance,True,False,False,performance,,,Deer,Fishlake,General Season,Any Legal Weapon,Male Only,Public,443,392,206,52.6,4.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1551,DB1551,performance,True,False,False,performance,,,Deer,"San Juan, Abajo Mtns",General Season,Any Legal Weapon,Male Only,Public,1460,1280,658,51.4,3.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1552,DB1552,performance,True,False,False,performance,,,Deer,Vernal/Bonanza,General Season,Any Legal Weapon,Male Only,Public,534,498,390,78.3,3.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1553,DB1553,performance,True,False,False,performance,,,Deer,Yellowstone,General Season,Any Legal Weapon,Male Only,Public,704,623,393,63.1,3.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1554,DB1554,performance,True,False,False,performance,,,Deer,Southwest Desert,General Season,Any Legal Weapon,Male Only,Public,255,245,106,43.3,4.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1555,DB1555,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, East",General Season,Any Legal Weapon,Male Only,Public,3325,2995,1281,42.8,3.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1556,DB1556,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, West",General Season,Any Legal Weapon,Male Only,Public,3471,2928,825,28.2,3.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1559,DB1559,performance,True,False,False,performance,,,Deer,Zion,General Season,Any Legal Weapon,Male Only,Public,1191,1116,694,62.2,4.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1561,DB1561,performance,True,False,False,performance,,,Deer,Box Elder,General Season,Muzzleloader,Male Only,Public,837,680,164,24.1,4.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1563,DB1563,performance,True,False,False,performance,,,Deer,Manti/San Rafael,General Season,Muzzleloader,Male Only,Public,1346,1194,347,29.1,4.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1564,DB1564,performance,True,False,False,performance,,,Deer,Nebo,General Season,Muzzleloader,Male Only,Public,755,649,141,21.7,4.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1566,DB1566,performance,True,False,False,performance,,,Deer,Fillmore,General Season,Muzzleloader,Male Only,Public,349,314,120,38.2,4.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1568,DB1568,performance,True,False,False,performance,,,Deer,Kamas,General Season,Muzzleloader,Male Only,Public,209,160,35,21.9,4.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1569,DB1569,performance,True,False,False,performance,,,Deer,La Sal Mtns,General Season,Muzzleloader,Male Only,Public,260,216,116,53.7,4.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1570,DB1570,performance,True,False,False,performance,,,Deer,Monroe,General Season,Muzzleloader,Male Only,Public,106,92,57,62.0,4.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1571,DB1571,performance,True,False,False,performance,,,Deer,Mt Dutton,General Season,Muzzleloader,Male Only,Public,64,56,16,28.6,4.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1572,DB1572,performance,True,False,False,performance,,,Deer,Nine Mile,General Season,Muzzleloader,Male Only,Public,196,169,42,24.9,4.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1573,DB1573,performance,True,False,False,performance,,,Deer,North Slope,General Season,Muzzleloader,Male Only,Public,510,410,95,23.2,4.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1574,DB1574,performance,True,False,False,performance,,,Deer,Ogden,General Season,Muzzleloader,Male Only,Public,394,330,70,21.2,4.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1576,DB1576,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season,Muzzleloader,Male Only,Public,385,346,141,40.8,4.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1577,DB1577,performance,True,False,False,performance,,,Deer,Pine Valley,General Season,Muzzleloader,Male Only,Public,499,442,144,32.6,4.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1579,DB1579,performance,True,False,False,performance,,,Deer,Fishlake,General Season,Muzzleloader,Male Only,Public,213,186,79,42.5,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1581,DB1581,performance,True,False,False,performance,,,Deer,"San Juan, Abajo Mtns",General Season,Muzzleloader,Male Only,Public,467,398,177,44.5,4.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1582,DB1582,performance,True,False,False,performance,,,Deer,Vernal/Bonanza,General Season,Muzzleloader,Male Only,Public,206,184,115,62.5,3.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1583,DB1583,performance,True,False,False,performance,,,Deer,Yellowstone,General Season,Muzzleloader,Male Only,Public,229,204,89,43.6,4.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1584,DB1584,performance,True,False,False,performance,,,Deer,Southwest Desert,General Season,Muzzleloader,Male Only,Public,76,73,20,27.4,5.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1585,DB1585,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, East",General Season,Muzzleloader,Male Only,Public,917,789,217,27.5,4.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1586,DB1586,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, West",General Season,Muzzleloader,Male Only,Public,1129,947,187,19.7,4.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1589,DB1589,performance,True,False,False,performance,,,Deer,Zion,General Season,Muzzleloader,Male Only,Public,489,423,185,43.7,3.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1591,DB1591,performance,True,False,False,performance,,,Deer,Fillmore,General Season,Early Any Legal Weapon,Male Only,Public,375,323,157,48.6,3.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1592,DB1592,performance,True,False,False,performance,,,Deer,Kamas,General Season,Early Any Legal Weapon,Male Only,Public,233,194,38,19.6,3.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1593,DB1593,performance,True,False,False,performance,,,Deer,Nine Mile,General Season,Early Any Legal Weapon,Male Only,Public,224,181,66,36.5,3.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1594,DB1594,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season,Early Any Legal Weapon,Male Only,Public,397,348,186,53.4,3.2,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1595,DB1595,performance,True,False,False,performance,,,Deer,Pine Valley,General Season,Early Any Legal Weapon,Male Only,Public,496,441,156,35.4,3.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1596,DB1596,performance,True,False,False,performance,,,Deer,Fishlake,General Season,Early Any Legal Weapon,Male Only,Public,210,191,95,49.7,3.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1597,DB1597,performance,True,False,False,performance,,,Deer,Zion,General Season,Early Any Legal Weapon,Male Only,Public,535,479,236,49.3,3.5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1598,DB1598,performance,True,False,False,performance,,,Deer,North Slope,General Season,Early Any Legal Weapon,Male Only,Public,563,474,147,31.0,3.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1599,DB1599,performance,True,False,False,performance,,,Deer,Chalk Creek,General Season,Any Legal Weapon,Male Only,Public,851,709,305,43.0,3.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1600,DB1600,performance,True,False,False,performance,,,Deer,Chalk Creek,General Season,Archery,Male Only,Public,420,352,66,18.8,8.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1601,DB1601,performance,True,False,False,performance,,,Deer,Chalk Creek,General Season,Early Any Legal Weapon,Male Only,Public,433,325,104,32.0,2.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1602,DB1602,performance,True,False,False,performance,,,Deer,Chalk Creek,General Season,Muzzleloader,Male Only,Public,277,225,57,25.3,4.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1603,DB1603,performance,True,False,False,performance,,,Deer,East Canyon,General Season,Any Legal Weapon,Male Only,Public,761,626,205,32.7,3.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1604,DB1604,performance,True,False,False,performance,,,Deer,East Canyon,General Season,Archery,Male Only,Public,315,238,37,15.5,8.8,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1605,DB1605,performance,True,False,False,performance,,,Deer,East Canyon,General Season,Early Any Legal Weapon,Male Only,Public,360,274,65,23.7,3.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1606,DB1606,performance,True,False,False,performance,,,Deer,East Canyon,General Season,Muzzleloader,Male Only,Public,316,242,18,7.4,3.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1607,DB1607,performance,True,False,False,performance,,,Deer,Morgan-South Rich,General Season,Any Legal Weapon,Male Only,Public,628,516,155,30.0,3.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1608,DB1608,performance,True,False,False,performance,,,Deer,Morgan-South Rich,General Season,Archery,Male Only,Public,308,223,31,13.9,8.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1609,DB1609,performance,True,False,False,performance,,,Deer,Morgan-South Rich,General Season,Early Any Legal Weapon,Male Only,Public,323,226,47,20.8,3.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1610,DB1610,performance,True,False,False,performance,,,Deer,Morgan-South Rich,General Season,Muzzleloader,Male Only,Public,181,149,18,12.1,4.8,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1611,DB1611,performance,True,False,False,performance,,,Deer,"Beaver, East",General Season,Archery,Male Only,Public,296,258,76,29.5,7.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1612,DB1612,performance,True,False,False,performance,,,Deer,"Beaver, East",General Season,Muzzleloader,Male Only,Public,307,275,93,33.8,4.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1613,DB1613,performance,True,False,False,performance,,,Deer,"Beaver, East",General Season,Any Legal Weapon,Male Only,Public,1059,989,494,49.9,4.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1614,DB1614,performance,True,False,False,performance,,,Deer,"Beaver, West",General Season,Archery,Male Only,Public,91,85,24,28.2,9.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1615,DB1615,performance,True,False,False,performance,,,Deer,"Beaver, West",General Season,Muzzleloader Restricted,Male Only,Public,89,79,31,39.2,4.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1616,DB1616,performance,True,False,False,performance,,,Deer,"Beaver, West",General Season,Rifle Restricted,Male Only,Public,286,276,143,51.8,4.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1617,DB1617,performance,True,False,False,performance,,,Deer,"West Desert, Swasey",General Season,Archery,Male Only,Public,68,55,21,38.2,9.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1618,DB1618,performance,True,False,False,performance,,,Deer,"West Desert, Swasey",General Season,Muzzleloader,Male Only,Public,65,54,12,22.2,4.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1619,DB1619,performance,True,False,False,performance,,,Deer,"West Desert, Swasey",General Season,Any Legal Weapon,Male Only,Public,228,190,44,23.2,4.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1620,DB1620,performance,True,False,False,performance,,,Deer,Oquirrh/Tintic,General Season,Archery,Male Only,Public,372,310,84,27.1,8.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1621,DB1621,performance,True,False,False,performance,,,Deer,Oquirrh/Tintic,General Season,Muzzleloader,Male Only,Public,385,341,114,33.4,4.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1622,DB1622,performance,True,False,False,performance,,,Deer,Oquirrh/Tintic,General Season,Any Legal Weapon,Male Only,Public,1412,1270,598,47.1,4.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1623,DB1623,performance,True,False,False,performance,,,Deer,Cedar/Stansbury,General Season,Archery,Male Only,Public,181,155,40,25.8,7.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1624,DB1624,performance,True,False,False,performance,,,Deer,Cedar/Stansbury,General Season,Muzzleloader,Male Only,Public,190,173,39,22.5,4.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1625,DB1625,performance,True,False,False,performance,,,Deer,Cedar/Stansbury,General Season,Any Legal Weapon,Male Only,Public,621,559,207,37.0,4.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1627,DB1627,performance,True,False,False,performance,,,Deer,Cache,General Season,Rifle Restricted,Male Only,Public,2723,2413,669,27.7,4.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1628,DB1628,performance,True,False,False,performance,,,Deer,Cache,General Season,Muzzleloader Restricted,Male Only,Public,548,428,111,25.9,4.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1629,DB1629,performance,True,False,False,performance,,,Deer,Boulder/Kaiparowits,General Season,Rifle Restricted,Male Only,Public,1226,1119,458,40.9,4.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1630,DB1630,performance,True,False,False,performance,,,Deer,Boulder/Kaiparowits,General Season,Muzzleloader Restricted,Male Only,Public,395,352,114,32.4,4.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1631,DB1631,performance,True,False,False,performance,,,Deer,Box Elder,General Season,Early Any Legal Weapon,Male Only,Public,963,784,222,28.3,3.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1770,DB1770,performance,True,False,False,performance,,,Deer,Box Elder,General Season,Dedicated Hunter,Male Only,Public,83,78,29,37.2,9.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1771,DB1771,performance,True,False,False,performance,,,Deer,Cache,General Season,Dedicated Hunter,Male Only,Public,297,281,65,23.1,9.9,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1772,DB1772,performance,True,False,False,performance,,,Deer,Manti/San Rafael,General Season,Dedicated Hunter,Male Only,Public,1037,1001,392,39.2,9.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1773,DB1773,performance,True,False,False,performance,,,Deer,Nebo,General Season,Dedicated Hunter,Male Only,Public,561,518,205,39.6,10.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1774,DB1774,performance,True,False,False,performance,,,Deer,Chalk Creek/East Canyon/Morgan-South Rich,General Season,Dedicated Hunter,Male Only,Public,1,1,0,0.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1775,DB1775,performance,True,False,False,performance,,,Deer,Fillmore,General Season,Dedicated Hunter,Male Only,Public,291,284,123,43.3,10.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1777,DB1777,performance,True,False,False,performance,,,Deer,Kamas,General Season,Dedicated Hunter,Male Only,Public,104,96,32,33.3,9.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1778,DB1778,performance,True,False,False,performance,,,Deer,La Sal Mtns,General Season,Dedicated Hunter,Male Only,Public,215,199,95,47.7,9.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1779,DB1779,performance,True,False,False,performance,,,Deer,Monroe,General Season,Dedicated Hunter,Male Only,Public,73,55,31,56.4,8.5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1780,DB1780,performance,True,False,False,performance,,,Deer,Mt Dutton,General Season,Dedicated Hunter,Male Only,Public,49,47,27,57.4,7.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1781,DB1781,performance,True,False,False,performance,,,Deer,Nine Mile,General Season,Dedicated Hunter,Male Only,Public,163,156,63,40.4,11.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1782,DB1782,performance,True,False,False,performance,,,Deer,North Slope,General Season,Dedicated Hunter,Male Only,Public,136,127,40,31.5,8.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1783,DB1783,performance,True,False,False,performance,,,Deer,Ogden,General Season,Dedicated Hunter,Male Only,Public,125,120,36,30.0,11.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1785,DB1785,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season,Dedicated Hunter,Male Only,Public,298,282,114,40.4,11.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1786,DB1786,performance,True,False,False,performance,,,Deer,Pine Valley,General Season,Dedicated Hunter,Male Only,Public,404,384,173,45.1,10.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1787,DB1787,performance,True,False,False,performance,,,Deer,Boulder/Kaiparowits,General Season,Dedicated Hunter,Male Only,Public,265,251,59,23.5,9.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1788,DB1788,performance,True,False,False,performance,,,Deer,Fishlake,General Season,Dedicated Hunter,Male Only,Public,155,149,59,39.6,8.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1790,DB1790,performance,True,False,False,performance,,,Deer,"San Juan, Abajo Mtns",General Season,Dedicated Hunter,Male Only,Public,176,162,52,32.1,8.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1791,DB1791,performance,True,False,False,performance,,,Deer,Vernal/Bonanza,General Season,Dedicated Hunter,Male Only,Public,157,144,69,47.9,11.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1792,DB1792,performance,True,False,False,performance,,,Deer,Yellowstone,General Season,Dedicated Hunter,Male Only,Public,163,151,56,37.1,8.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1793,DB1793,performance,True,False,False,performance,,,Deer,Southwest Desert,General Season,Dedicated Hunter,Male Only,Public,53,51,16,31.4,12.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1794,DB1794,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, East",General Season,Dedicated Hunter,Male Only,Public,788,748,244,32.6,9.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1795,DB1795,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, West",General Season,Dedicated Hunter,Male Only,Public,545,505,168,33.3,9.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1798,DB1798,performance,True,False,False,performance,,,Deer,Zion,General Season,Dedicated Hunter,Male Only,Public,360,337,158,46.9,8.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1799,DB1799,performance,True,False,False,performance,,,Deer,Chalk Creek,General Season,Dedicated Hunter,Male Only,Public,47,46,13,28.3,10.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1800,DB1800,performance,True,False,False,performance,,,Deer,East Canyon,General Season,Dedicated Hunter,Male Only,Public,107,103,35,34.0,10.8,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1801,DB1801,performance,True,False,False,performance,,,Deer,Morgan-South Rich,General Season,Dedicated Hunter,Male Only,Public,25,22,3,13.6,8.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1802,DB1802,performance,True,False,False,performance,,,Deer,"Beaver, East",General Season,Dedicated Hunter,Male Only,Public,245,232,76,32.8,8.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1803,DB1803,performance,True,False,False,performance,,,Deer,"Beaver, West",General Season,Dedicated Hunter,Male Only,Public,54,54,15,27.8,11.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1804,DB1804,performance,True,False,False,performance,,,Deer,Cedar/Stansbury,General Season,Dedicated Hunter,Male Only,Public,141,127,39,30.7,8.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1805,DB1805,performance,True,False,False,performance,,,Deer,Oquirrh/Tintic,General Season,Dedicated Hunter,Male Only,Public,276,258,96,37.2,9.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1806,DB1806,performance,True,False,False,performance,,,Deer,"West Desert, Swasey",General Season,Dedicated Hunter,Male Only,Public,37,34,7,20.6,9.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1000,DS1000,performance,True,False,False,performance,,,Desert Bighorn Sheep,Desert Bighorn Sheep - Statewide Permit,Sportsman,Any Legal Weapon,Male Only,Public,2,2,2,100.0,6.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1002,DS1002,performance,True,False,False,performance,,,Desert Bighorn Sheep,"Kaiparowits, East",Conservation,Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1003,DS1003,performance,True,False,False,performance,,,Desert Bighorn Sheep,"Kaiparowits, Escalante",Conservation,Any Legal Weapon,Male Only,Public,1,1,1,100.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1004,DS1004,performance,True,False,False,performance,,,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Conservation,Any Legal Weapon,Male Only,Public,1,1,1,100.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1006,DS1006,performance,True,False,False,performance,,,Desert Bighorn Sheep,"Kaiparowits, West",Conservation,Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1007,DS1007,performance,True,False,False,performance,,,Desert Bighorn Sheep,"San Rafael, South",Conservation,Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS6600,DS6600,performance,True,False,False,performance,,,Desert Bighorn Sheep,Henry Mtns,OIAL,Any Legal Weapon,Male Only,Public,3,3,2,66.7,22.7,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS6601,DS6601,performance,True,False,False,performance,,,Desert Bighorn Sheep,"Kaiparowits, East",OIAL,Any Legal Weapon,Male Only,Public,13,13,13,100.0,5.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS6603,DS6603,performance,True,False,False,performance,,,Desert Bighorn Sheep,"Kaiparowits, West",OIAL,Any Legal Weapon,Male Only,Public,5,5,5,100.0,6.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS6604,DS6604,performance,True,False,False,performance,,,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",OIAL,Any Legal Weapon,Male Only,Public,7,7,7,100.0,7.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
