"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","access_type"
"EA1012","Elk","Cache, Richmond Hyde Park","Antlerless","Any Legal Weapon","Female Only","6","3","2","66.7","15","3.5","Public"
"EA1013","Elk","Manti, Central","Antlerless","Any Legal Weapon","Female Only","68","65","32","49.2","4.1","3.7","Public"
"EA1015","Elk","Manti, Ferron Canyon","Antlerless","Any Legal Weapon","Female Only","70","68","31","45.6","4.7","3.7","Public"
"EA1017","Elk","Manti, Gordon Creek-Price Canyon","Antlerless","Any Legal Weapon","Female Only","95","84","28","33.3","9.5","2.9","Public"
"EA1018","Elk","Manti, Horn Mtn","Antlerless","Any Legal Weapon","Female Only","59","53","37","69.8","5.7","3.7","Public"
"EA1020","Elk","Manti, Mohrland-Stump Flat","Antlerless","Any Legal Weapon","Female Only","118","113","42","37.2","10.8","2.7","Public"
"EA1021","Elk","Nebo","Antlerless","Any Legal Weapon","Female Only","227","209","93","44.5","4.3","3.4","Public"
"EA1022","Elk","Manti, North","Antlerless","Any Legal Weapon","Female Only","292","269","94","34.9","4.7","3.4","Public"
"EA1023","Elk","Manti, South","Antlerless","Any Legal Weapon","Female Only","98","93","33","35.5","4.4","3.5","Public"
"EA1024","Elk","Manti, South","Antlerless","Any Legal Weapon","Female Only","98","94","59","62.8","7.3","4","Public"
"EA1025","Elk","Manti, West","Antlerless","Any Legal Weapon","Female Only","117","104","40","38.5","6.5","3.2","Public"
"EA1026","Elk","Chalk Creek","Antlerless","Any Legal Weapon","Female Only","341","223","39","17.5","7.7","3","Public"
"EA1030","Elk","Fillmore, Pahvant","Antlerless","Any Legal Weapon","Female Only","47","41","13","31.7","5.3","3.1","Public"
"EA1031","Elk","Fillmore, Pahvant","Antlerless","Any Legal Weapon","Female Only","48","45","22","48.9","5.3","3.2","Public"
"EA1033","Elk","Kamas","Antlerless","Any Legal Weapon","Female Only","125","91","11","12.1","7.6","3.2","Public"
"EA1035","Elk","Kamas, Oakley","Antlerless","Any Legal Weapon","Female Only","125","100","7","7","6.1","2.9","Public"
"EA1037","Elk","Dolores Triangle","Antlerless","Any Legal Weapon","Female Only","49","40","10","25","5.9","3.1","Public"
"EA1038","Elk","La Sal Mtns","Antlerless","Any Legal Weapon","Female Only","197","173","50","28.9","5.4","3.3","Public"
"EA1039","Elk","La Sal Mtns","Antlerless","Any Legal Weapon","Female Only","148","125","44","35.2","6.1","3.2","Public"
"EA1044","Elk","Morgan-South Rich, South Rich","Antlerless","Any Legal Weapon","Female Only","35","26","13","50","4","3.6","Public"
"EA1049","Elk","Mt Dutton, Deep Creek","Antlerless","Any Legal Weapon","Female Only","70","63","24","38.1","3.8","3.3","Public"
"EA1054","Elk","Nine Mile, West Anthro","Antlerless","Any Legal Weapon","Female Only","50","45","32","71.1","3.8","4.4","Public"
"EA1056","Elk","North Slope, Greendale","Antlerless","Any Legal Weapon","Female Only","5","4","2","50","3.3","3.5","Public"
"EA1058","Elk","North Slope, Henry's Fork-Burnt Fork","Antlerless","Any Legal Weapon","Female Only","100","77","25","32.5","5.4","3","Public"
"EA1060","Elk","North Slope, West Daggett","Antlerless","Muzzleloader","Female Only","19","18","3","16.7","6.7","2.8","Public"
"EA1061","Elk","North Slope, West Daggett","Antlerless","Muzzleloader","Female Only","17","14","4","28.6","5.4","3.3","Public"
"EA1063","Elk","Ogden","Antlerless","Any Legal Weapon","Female Only","75","62","5","8.1","5.4","3","Public"
"EA1064","Elk","Ogden","Antlerless","Any Legal Weapon","Female Only","74","56","2","3.6","5.3","2.7","Public"
"EA1069","Elk","Panguitch Lake","Antlerless","Any Legal Weapon","Female Only","34","33","21","63.6","2.8","3.9","Public"
"EA1073","Elk","Paunsaugunt","Antlerless","Any Legal Weapon","Female Only","16","13","1","7.7","10.4","2.4","Public"
"EA1075","Elk","Boulder East","Antlerless","Any Legal Weapon","Female Only","46","39","20","51.3","5.9","3.6","Public"
"EA1076","Elk","Boulder West","Antlerless","Any Legal Weapon","Female Only","49","47","38","80.9","3.3","4.2","Public"
"EA1077","Elk","Boulder-Circle Cliffs","Antlerless","Any Legal Weapon","Female Only","30","22","14","63.6","5.7","3.8","Public"
"EA1078","Elk","Fishlake/Thousand Lakes","Antlerless","Any Legal Weapon","Female Only","264","247","91","36.8","5.1","3.5","Public"
"EA1079","Elk","Fishlake/Thousand Lakes East","Antlerless","Any Legal Weapon","Female Only","64","60","56","93.3","2.5","4.6","Public"
"EA1080","Elk","Fishlake/Thousand Lakes West","Antlerless","Any Legal Weapon","Female Only","59","58","45","77.6","4.1","4","Public"
"EA1081","Elk","San Juan","Antlerless","Any Legal Weapon","Female Only","122","115","45","39.1","5","3.3","Public"
"EA1082","Elk","San Juan","Antlerless","Any Legal Weapon","Female Only","121","107","55","51.4","5.6","3.5","Public"
"EA1084","Elk","San Rafael, North","Antlerless","Any Legal Weapon","Female Only","5","1","0","0","2","3","Public"
"EA1085","Elk","Vernal/Bonanza","Antlerless","Archery","Female Only","100","91","12","13.2","9","2.9","Public"
"EA1087","Elk","Vernal/Bonanza","Antlerless","Any Legal Weapon","Female Only","99","97","28","28.9","5.5","3.2","Public"
"EA1089","Elk","Diamond Mtn","Antlerless","Any Legal Weapon","Female Only","49","46","10","21.7","4.2","2.6","Public"
"EA1090","Elk","Diamond Mtn","Antlerless","Any Legal Weapon","Female Only","49","45","11","24.4","4.3","3","Public"
"EA1094","Elk","Vernal, Mosby Mtn","Antlerless","Any Legal Weapon","Female Only","98","85","40","47.1","6.4","3.2","Public"
"EA1101","Elk","Southwest Desert","Antlerless","Any Legal Weapon","Female Only","98","94","65","69.1","5","3.8","Public"
"EA1106","Elk","Wasatch Mtns, Avintaquin","Antlerless","Any Legal Weapon","Female Only","194","159","35","22","4","3.1","Public"
"EA1110","Elk","Wasatch Mtns, Salt Lake","Antlerless","Any Legal Weapon","Female Only","45","38","12","31.6","8.5","3.2","Public"
"EA1111","Elk","Wasatch Mtns, Wallsburg","Antlerless","Any Legal Weapon","Female Only","34","32","2","6.3","5.7","2.6","Public"
"EA1112","Elk","Wasatch Mtns, Wallsburg","Antlerless","Any Legal Weapon","Female Only","54","43","11","25.6","4.5","2.8","Public"
"EA1113","Elk","Wasatch Mtns, West Heber","Antlerless","Any Legal Weapon","Female Only","29","21","8","38.1","7.7","3.1","Public"
"EA1114","Elk","Wasatch Mtns, West Timpanogos","Antlerless","Any Legal Weapon","Female Only","24","19","9","47.4","4.7","2.9","Public"
"EA1117","Elk","Zion","Antlerless","Any Legal Weapon","Female Only","214","164","26","15.9","9","2.6","Public"
"EA1118","Elk","Alton","CWMU Antlerless","Any Legal Weapon","Female Only","6","5","1","20","7.2","2","CWMU"
"EA1119","Elk","Bar J Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","20","20","15","75","2.4","4.4","CWMU"
"EA1120","Elk","Bear Mountain","CWMU Antlerless","Any Legal Weapon","Female Only","21","19","9","47.4","3","3.6","CWMU"
"EA1121","Elk","Boobe Hole","CWMU Antlerless","Any Legal Weapon","Female Only","10","10","7","70","1.5","4.4","CWMU"
"EA1122","Elk","Causey Spring","CWMU Antlerless","Any Legal Weapon","Female Only","5","5","1","20","6.2","3","CWMU"
"EA1124","Elk","Chimney Rock","CWMU Antlerless","Any Legal Weapon","Female Only","15","15","14","93.3","3.3","4.6","CWMU"
"EA1125","Elk","Coldwater Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","25","25","25","100","1.3","4.9","CWMU"
"EA1129","Elk","Deseret","CWMU Antlerless","Any Legal Weapon","Female Only","608","580","332","57.2","2.7","3.8","CWMU"
"EA1130","Elk","Double Cone","CWMU Antlerless","Any Legal Weapon","Female Only","7","6","4","66.7","2.2","4.2","CWMU"
"EA1131","Elk","Durst Mountain","CWMU Antlerless","Any Legal Weapon","Female Only","33","33","24","72.7","1.8","4.3","CWMU"
"EA1132","Elk","East Fork Chalk Creek","CWMU Antlerless","Any Legal Weapon","Female Only","51","42","11","26.2","3.3","3.5","CWMU"
"EA1134","Elk","Ensign Ranches","CWMU Antlerless","Any Legal Weapon","Female Only","91","87","57","65.5","2","4","CWMU"
"EA1135","Elk","Folley Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","20","19","12","63.2","1.7","4.3","CWMU"
"EA1136","Elk","Grass Valley/Clark Canyon","CWMU Antlerless","Any Legal Weapon","Female Only","81","80","37","46.3","3.3","3.8","CWMU"
"EA1137","Elk","Grazing Pasture","CWMU Antlerless","Any Legal Weapon","Female Only","15","15","13","86.7","2.6","4.9","CWMU"
"EA1138","Elk","Guildersleeve","CWMU Antlerless","Any Legal Weapon","Female Only","20","20","12","60","2.4","3.7","CWMU"
"EA1139","Elk","Hardscrabble","CWMU Antlerless","Any Legal Weapon","Female Only","9","9","2","22.2","4.1","3.2","CWMU"
"EA1140","Elk","Heaston East","CWMU Antlerless","Any Legal Weapon","Female Only","24","24","24","100","1.3","5","CWMU"
"EA1141","Elk","Hiawatha","CWMU Antlerless","Any Legal Weapon","Female Only","16","12","7","58.3","3","4.8","CWMU"
"EA1142","Elk","Indian Head","CWMU Antlerless","Any Legal Weapon","Female Only","12","12","10","83.3","3.2","4.7","CWMU"
"EA1143","Elk","Circle E Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","35","35","34","97.1","2","4.8","CWMU"
"EA1145","Elk","Johnson Mountain Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","21","21","17","81","1.7","4.1","CWMU"
"EA1146","Elk","Jump Creek","CWMU Antlerless","Any Legal Weapon","Female Only","13","13","12","92.3","2.7","4.8","CWMU"
"EA1147","Elk","Little Red Creek","CWMU Antlerless","Any Legal Weapon","Female Only","15","15","10","66.7","2.1","4.5","CWMU"
"EA1149","Elk","Minnie Maud Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","14","14","4","28.6","3.1","3.4","CWMU"
"EA1151","Elk","Moon Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","6","6","2","33.3","3","2.5","CWMU"
"EA1153","Elk","Old Woman Plateau","CWMU Antlerless","Any Legal Weapon","Female Only","4","4","4","100","3","4.5","CWMU"
"EA1156","Elk","Preston Nutter Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","20","20","16","80","2.1","5","CWMU"
"EA1157","Elk","Redd Ranches","CWMU Antlerless","Any Legal Weapon","Female Only","34","31","19","61.3","2.5","4.2","CWMU"
"EA1158","Elk","Riverview Ranch LLC","CWMU Antlerless","Any Legal Weapon","Female Only","9","8","2","25","4.7","4","CWMU"
"EA1159","Elk","Roan Cliffs","CWMU Antlerless","Any Legal Weapon","Female Only","6","6","6","100","1.5","5","CWMU"
"EA1160","Elk","Sand Creek","CWMU Antlerless","Any Legal Weapon","Female Only","4","4","3","75","1.8","4.8","CWMU"
"EA1161","Elk","Scofield Canyons","CWMU Antlerless","Any Legal Weapon","Female Only","9","8","8","100","2","4.7","CWMU"
"EA1162","Elk","Scofield East","CWMU Antlerless","Any Legal Weapon","Female Only","14","13","9","69.2","1.9","4.6","CWMU"
"EA1163","Elk","Scofield West","CWMU Antlerless","Any Legal Weapon","Female Only","32","31","23","74.2","3","4.1","CWMU"
"EA1164","Elk","SJ Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","6","6","5","83.3","3.3","5","CWMU"
"EA1165","Elk","Skull Crack","CWMU Antlerless","Any Legal Weapon","Female Only","14","14","13","92.9","1.1","5","CWMU"
"EA1166","Elk","Soldier Summit","CWMU Antlerless","Any Legal Weapon","Female Only","16","15","7","46.7","2.4","3.9","CWMU"
"EA1167","Elk","South Canyon","CWMU Antlerless","Any Legal Weapon","Female Only","12","10","8","80","1.9","4.1","CWMU"
"EA1168","Elk","Spring Creek/Dodge","CWMU Antlerless","Any Legal Weapon","Female Only","20","19","12","63.2","3.7","3.8","CWMU"
"EA1170","Elk","Strawberry Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","10","10","9","90","2","4.6","CWMU"
"EA1171","Elk","Summit Point","CWMU Antlerless","Any Legal Weapon","Female Only","10","9","6","66.7","3.8","4.3","CWMU"
"EA1172","Elk","Three C","CWMU Antlerless","Any Legal Weapon","Female Only","14","13","8","61.5","11.5","3.7","CWMU"
"EA1174","Elk","Two Bear","CWMU Antlerless","Any Legal Weapon","Female Only","58","56","40","71.4","1.7","4.2","CWMU"
"EA1175","Elk","Wallsburg","CWMU Antlerless","Any Legal Weapon","Female Only","10","7","2","28.6","2.3","3.4","CWMU"
"EA1177","Elk","Woodruff Creek South","CWMU Antlerless","Any Legal Weapon","Female Only","8","8","3","37.5","1.9","5","CWMU"
"EA1180","Elk","La Sal","Conservation","Any Legal Weapon","Female Only","2","2","2","100","1","3","Public"
"EA1187","Elk","Paunsaugunt, Hatch Bench","Antlerless","Any Legal Weapon","Female Only","15","12","1","8.3","8.2","1.9","Public"
"EA1189","Elk","Wasatch Mtns, West-Central","Antlerless","Muzzleloader","Female Only","423","354","49","13.8","4","3.1","Public"
"EA1192","Elk","Pahvant Ensign","CWMU Antlerless","Any Legal Weapon","Female Only","6","6","1","16.7","2","2.4","CWMU"
"EA1193","Elk","Cache, Rich","Antlerless","Any Legal Weapon","Female Only","20","20","12","60","4.1","3.4","Public"
"EA1196","Elk","North Slope, Summit","Antlerless","Any Legal Weapon","Female Only","75","73","18","24.7","4.2","3.4","Public"
"EA1198","Elk","Bear Springs","CWMU Antlerless","Any Legal Weapon","Female Only","2","2","2","100","2","5","CWMU"
"EA1200","Elk","Double R Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","10","10","10","100","2.1","5","CWMU"
"EA1201","Elk","Mountain Sky Ranch","CWMU Antlerless","Any Legal Weapon","Female Only","10","10","9","90","3.2","4.5","CWMU"
"EA1203","Elk","Box Elder, Pilot Mtn","Antlerless","Any Legal Weapon","Female Only","5","5","2","40","3.2","2.6","Public"
"EA1204","Elk","Box Elder, Pilot Mtn","Antlerless","Any Legal Weapon","Female Only","5","5","2","40","1.8","4","Public"
"EA1206","Elk","Cache, Richmond Hyde Park","Antlerless","Any Legal Weapon","Female Only","10","8","2","25","6.2","4.2","Public"
"EA1207","Elk","Nebo, Moroni Hills","Antlerless","Any Legal Weapon","Female Only","8","8","0","0","4.7","2.1","Public"
"EA1208","Elk","Nebo","Antlerless","Any Legal Weapon","Female Only","271","231","106","45.9","6.5","3.3","Public"
"EA1209","Elk","Fillmore, Oak Creek LE","Antlerless","Any Legal Weapon","Female Only","49","43","11","25.6","14.5","2.5","Public"
"EA1217","Elk","Wasatch Mtns, Avintaquin","Antlerless","Any Legal Weapon","Female Only","148","131","34","26","4.9","3.2","Public"
"EA1220","Elk","Manti","Antlerless","Any Legal Weapon","Female Only","2","0",,,,,"Public"
"EA1221","Elk","Fishlake/Thousand Lakes","Antlerless","Any Legal Weapon","Female Only","1","1","0","0","3","4","Public"
"EA1222","Elk","Beaver, East","Antlerless","Any Legal Weapon","Female Only","30","26","11","42.3","5.7","3.7","Public"
"EA1223","Elk","Beaver, East","Antlerless","Any Legal Weapon","Female Only","29","29","11","37.9","3.5","3.2","Public"
"EA1224","Elk","Book Cliffs, Bitter Creek/South","Antlerless","Any Legal Weapon","Female Only","129","118","68","57.6","4","3.9","Public"
"EA1225","Elk","Book Cliffs, Bitter Creek/South","Antlerless","Muzzleloader","Female Only","154","146","114","78.1","2.9","4.4","Public"
"EA1226","Elk","Nebo, Moroni Hills","Antlerless","Any Legal Weapon","Female Only","10","5","0","0","3.6","2.2","Public"
"EA1228","Elk","Morgan-South Rich","Antlerless","Any Legal Weapon","Female Only","72","49","15","30.6","2.9","3","Public"
"EA1229","Elk","Morgan-South Rich","Antlerless","Any Legal Weapon","Female Only","158","120","36","30","4.3","2.6","Public"
"EA1231","Elk","West Desert, Tintic Valley","Antlerless","Any Legal Weapon","Female Only","50","40","13","32.5","10.4","2.7","Public"
"EA1233","Elk","Avintaquin Canyon","CWMU Antlerless","Any Legal Weapon","Female Only","4","4","0","0","4.5","2.8","CWMU"
"EA1234","Elk","Royal Ivory Outfitters","CWMU Antlerless","Any Legal Weapon","Female Only","16","16","7","43.8","1.9","3.9","CWMU"
"EA1235","Elk","Sharp Mountain","CWMU Antlerless","Any Legal Weapon","Female Only","10","10","3","30","3.6","3","CWMU"
"EA1236","Elk","East Canyon","Antlerless","Any Legal Weapon","Female Only","147","116","7","6","6.3","2.6","Public"
"EA1237","Elk","La Sal Mtns, North","Antlerless","Any Legal Weapon","Female Only","170","130","11","8.5","6.2","2.3","Public"
"EA1239","Elk","Nine Mile, Range Creek","Antlerless","Any Legal Weapon","Female Only","50","43","15","34.9","5.1","2.8","Public"
"EA1240","Elk","Nine Mile, Range Creek","Antlerless","Any Legal Weapon","Female Only","149","128","61","47.7","7.5","3.5","Public"
"EA1242","Elk","Vernal, Buckskin Hills-Jensen","Antlerless","Any Legal Weapon","Female Only","98","90","23","25.6","5.9","2.8","Public"
"EA1243","Elk","Vernal, Buckskin Hills-Jensen","Antlerless","Any Legal Weapon","Female Only","97","80","32","40","6.3","3.1","Public"
"EA1244","Elk","Yellowstone","Antlerless","Any Legal Weapon","Female Only","100","86","15","17.4","4.4","3.3","Public"
"EA1245","Elk","Yellowstone","Antlerless","Muzzleloader","Female Only","50","38","11","28.9","4.3","3.6","Public"
"EA1250","Elk","North Slope, West Daggett","Antlerless","Any Legal Weapon","Female Only","30","28","8","28.6","6.5","3.6","Public"
"EA1251","Elk","Southwest Desert, Burbank/Garrison","Antlerless","Any Legal Weapon","Female Only","14","12","3","25","4.7","1.7","Public"
"EA1254","Elk","Pine Valley","Antlerless","Any Legal Weapon","Female Only","30","26","1","3.8","7.8","2.4","Public"
"EA1256","Elk","Little Pole Canyon","CWMU Antlerless","Any Legal Weapon","Female Only","9","6","2","33.3","2.4","3.8","CWMU"
"EA1257","Elk","Tunnel Hollow","CWMU Antlerless","Any Legal Weapon","Female Only","5","5","3","60","2.7","5","CWMU"
"EA1259","Elk","Diamond Mountain CWMU","CWMU Antlerless","Any Legal Weapon","Female Only","2","2","1","50","2.5","4","CWMU"
"EA1260","Elk","Blackhawk","CWMU Antlerless","Any Legal Weapon","Female Only","5","5","1","20","4","5","CWMU"
"EA1261","Elk","West Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","6","6","2","33.3","1.6","3.4","CWMU"
"EA1263","Elk","Weber Florence Creek/Stillman Creek","CWMU Antlerless","Any Legal Weapon","Female Only","79","76","42","55.3","4","4.1","CWMU"
"EA1264","Elk","Wasatch Mtns, Rabbit Gulch","Antlerless","Any Legal Weapon","Female Only","46","42","17","40.5","2.8","3.7","Public"
"EA1265","Elk","Wasatch Mtns, Tabby Mtn","Antlerless","Any Legal Weapon","Female Only","100","87","60","69","2.9","3.9","Public"
"EA1266","Elk","Box Elder, Hansel Mtn","Antlerless","Any Legal Weapon","Female Only","20","19","10","52.6","11.3","3.1","Public"
"EA1267","Elk","Cache","Antlerless","Any Legal Weapon","Female Only","87","81","24","29.6","6","3.3","Public"
"EA1268","Elk","North Slope, Summit","Antlerless","Archery","Female Only","147","118","10","8.5","8.5","2.9","Public"
"EA1269","Elk","Ogden (excludes Hyrum)","Antlerless","Any Legal Weapon","Female Only","199","143","43","30.1","5.4","3.1","Public"
"EA1270","Elk","Manti","Conservation","Any Legal Weapon","Female Only","4","4","3","75","1.8","4","Public"
"EA1271","Elk","Fishlake","Conservation","Any Legal Weapon","Female Only","3","3","3","100","2.3","4","Public"
"EA1272","Elk","East Canyon, East","Antlerless","Any Legal Weapon","Female Only","145","99","5","5.1","6.5","2.4","Public"
"EA1273","Elk","North Slope, Three Corners","Antlerless","Any Legal Weapon","Female Only","25","23","19","82.6","3.1","4.3","Public"
"EA1274","Elk","North Slope, Three Corners","Antlerless","Archery","Female Only","25","19","1","5.3","5.3","4.1","Public"
"EA1276","Elk","Wasatch Mtns, Box Elder Peak","Antlerless","Any Legal Weapon","Female Only","43","30","11","36.7","3.4","3.5","Public"
"EA1277","Elk","North Slope, Three Corners","Antlerless","Any Legal Weapon","Female Only","25","24","15","62.5","2.1","4.3","Public"
"EA1278","Elk","Ferron-Nelson Mtn","Antlerless","Any Legal Weapon","Female Only","50","39","19","48.7","5.4","3.3","Public"
"EA1279","Elk","Ferron-Nelson Mtn","Antlerless","Any Legal Weapon","Female Only","49","42","14","33.3","7.7","3.1","Public"
"EA1280","Elk","La Sal Mtns, North","Antlerless","Any Legal Weapon","Female Only","167","111","34","30.6","5","3.2","Public"
"EA1281","Elk","Mt Dutton, Deep Creek","Antlerless","Any Legal Weapon","Female Only","73","64","24","37.5","4.2","3.3","Public"
"EA1282","Elk","Ogden, North","Antlerless","Archery","Female Only","30","0",,,,,"Public"
"EA1283","Elk","Panguitch Lake","Antlerless","Archery","Female Only","35","30","3","10","5.1","3.2","Public"
"EA1284","Elk","Panguitch Lake","Antlerless","Muzzleloader","Female Only","35","27","4","14.8","4.3","2.6","Public"
"EA1285","Elk","Panguitch Lake","Antlerless","Any Legal Weapon","Female Only","32","31","19","61.3","2.2","4","Public"
"EA1286","Elk","Monroe","Antlerless","Any Legal Weapon","Female Only","16","15","9","60","3.8","3.8","Public"
"EA2000","Elk","Antlerless Elk Control","Antlerless Elk Control","Any Legal Weapon","Female Only","1434","1151","77","6.7","5.8","2.9","Public"
"EA2002","Elk","Morgan-South Rich","Private Lands Only","Any Legal Weapon","Female Only","193","149","37","24.8","5.8","3.1","Public"
"EA2003","Elk","East Canyon","Private Lands Only","Any Legal Weapon","Female Only","313","269","105","39","9.2","3.6","Public"
"EA2004","Elk","Chalk Creek","Private Lands Only","Any Legal Weapon","Female Only","590","461","163","35.4","7.3","3.5","Public"
"EA2005","Elk","North Slope, West Daggett","Private Lands Only","Any Legal Weapon","Female Only","67","43","23","53.5","3.7","4","Public"
"EA2006","Elk","Yellowstone","Private Lands Only","Any Legal Weapon","Female Only","495","413","193","46.7","10.4","3.5","Public"
"EA2008","Elk","Nine Mile, Anthro-Myton Bench","Private Lands Only","Any Legal Weapon","Female Only","41","36","20","55.6","11.3","3.4","Public"
"EA2009","Elk","La Sal Mtns","Private Lands Only","Any Legal Weapon","Female Only","70","54","15","27.8","7","3.5","Public"
"EA2010","Elk","San Juan","Private Lands Only","Any Legal Weapon","Female Only","50","42","11","26.2","15.4","2.9","Public"
"EA2011","Elk","Manti","Private Lands Only","Any Legal Weapon","Female Only","298","231","96","41.6","9.7","3.6","Public"
"EA2012","Elk","Wasatch Mtns, West","Private Lands Only","Any Legal Weapon","Female Only","168","143","76","53.1","5.4","4","Public"
"EA2013","Elk","Wasatch Mtns, Currant Creek","Private Lands Only","Any Legal Weapon","Female Only","148","111","42","37.8","6.6","3.6","Public"
"EA2014","Elk","Wasatch Mtns, Avintaquin - White River","Private Lands Only","Any Legal Weapon","Female Only","27","22","9","40.9","3.4","3.4","Public"
"EA2015","Elk","Paunsaugunt","Private Lands Only","Any Legal Weapon","Female Only","93","64","16","25","9.8","3.1","Public"
"EA2016","Elk","Nebo","Private Lands Only","Any Legal Weapon","Female Only","275","207","76","36.7","11.4","3.7","Public"
"EA2017","Elk","Mt Dutton","Private Lands Only","Any Legal Weapon","Female Only","65","50","30","60","6","3.7","Public"
"EA2018","Elk","Panguitch Lake","Private Lands Only","Any Legal Weapon","Female Only","72","54","26","48.1","10.1","3.8","Public"
"EA2019","Elk","West Desert, Tintic Valley","Private Lands Only","Any Legal Weapon","Female Only","59","50","15","30","13.7","2.8","Public"
"EA2020","Elk","Zion","Private Lands Only","Any Legal Weapon","Female Only","318","245","67","27.3","13.4","2.9","Public"
"EA2021","Elk","Beaver, East","Private Lands Only","Any Legal Weapon","Female Only","28","14","3","21.4","5.8","3.6","Public"
"EA2026","Elk","Box Elder, Hansel Mtn","Private Lands Only","Any Legal Weapon","Female Only","97","72","28","38.9","6.1","3.4","Public"
"EA2027","Elk","Cache","Private Lands Only","Any Legal Weapon","Female Only","280","225","59","26.2","8.1","3.5","Public"
"EA2028","Elk","Vernal/Bonanza","Private Lands Only","Any Legal Weapon","Female Only","246","198","84","42.4","5.5","3.2","Public"
"EA2029","Elk","Nine Mile, Range Creek","Private Lands Only","Any Legal Weapon","Female Only","88","75","26","34.7","7.2","3.6","Public"
"EA2030","Elk","Diamond Mtn","Private Lands Only","Any Legal Weapon","Female Only","198","175","94","53.7","4.8","4","Public"
"EA2033","Elk","Kamas","Antlerless","Any Legal Weapon","Female Only","73","48","1","2.1","6.2","3.1","Public"
"EA2034","Elk","Nine Mile, Anthro","Antlerless","Archery","Female Only","17","10","0","0","7.3","3.4","Public"
"EA2036","Elk","Oquirrh-Stansbury, East","Antlerless","Any Legal Weapon","Female Only","60","58","53","91.4","4.3","4.4","Public"
"EA2037","Elk","Yellowstone","Antlerless","Archery","Female Only","163","129","23","17.8","7.3","3.4","Public"
"EA2038","Elk","Wasatch Mtns","Antlerless","Archery","Female Only","853","714","96","13.4","5.8","3.5","Public"
"EA2039","Elk","Fillmore, Pahvant","Private Lands Only","Any Legal Weapon","Female Only","115","90","23","25.6","11.7","3.2","Public"
"EA2040","Elk","Kamas","Private Lands Only","Any Legal Weapon","Female Only","71","53","29","54.7","7.4","3.7","Public"
"EA2041","Elk","Cache","Conservation","Any Legal Weapon","Female Only","2","0",,,,,"Public"
"EA2042","Elk","Fishlake|Thousand Lakes","Conservation","Any Legal Weapon","Female Only","2","2","1","50","2.5",,"Public"
"EA2045","Elk","Wasatch Mtns (Conservation)","Conservation","Any Legal Weapon","Female Only","4","4","3","75","2.5","4","Public"
"EA2046","Elk","Box Elder, Sawtooth","Private Lands Only","Any Legal Weapon","Female Only","10","10","0","0","3","3","Public"
"EB1000","Elk","Elk - Statewide Permit","Sportsman","Any Legal Weapon","Male Only","2","2","2","100","26","5","Public"
"EB1001","Elk","Any Bull Elk Units","General Season Any Bull","Any Legal Weapon","Male Only","10890","9443","1416","15","3.9","2.9","Public"
"EB1002","Elk","Any Bull Elk Units","General Season Any Bull","Muzzleloader","Male Only","2091","1779","276","15.5","4.6","3","Public"
"EB1003","Elk","Spike Only Units","General Season Spike Bull","Any Legal Weapon","Male Only","10081","8938","1396","15.6","4.8","3.1","Public"
"EB1004","Elk","Spike Only Units","General Season Spike Bull","Muzzleloader","Male Only","808","701","94","13.4","4.6","3","Public"
"EB1005","Elk","Archery Bull Elk on Any Bull Units","General Season","Archery","Male Only","11797","10614","1256","11.8","7.9","3.3","Public"
"EB1007","Elk","Draw-only Youth Any Bull/Hunter's Choice Elk","General Season Youth Any Bull","Any Legal Weapon","Male Only","735","670","283","42.2","4.5","3.3","Public"
"EB1009","Elk","Spike Only Elk Units - Multiseason","General Season Spike Bull","Multiseason","Male Only","3996","3688","925","25.1","8.9","3.3","Public"
"EB1010","Elk","Any Bull Elk Units","General Season Any Bull","Any Legal Weapon","Male Only","3698","3260","473","14.5","4","2.9","Public"
"EB1011","Elk","Youth General Season Bull Elk","General Season","Multiseason","Male Only","4112","3558","624","17.5","5.7","3.1","Public"
"EB1012","Elk","Uinta Basin Private Lands Any Bull Elk","General Season Any Bull","Any Legal Weapon","Male Only","508","412","227","55.1","9.9","3.6","Public"
"EB3000","Elk","Beaver, East","Limited Entry","Archery","Male Only","26","26","20","76.9","12.8","4.5","Public"
"EB3002","Elk","Book Cliffs, Little Creek Roadless","Limited Entry","Archery","Male Only","3","3","2","66.7","6.7","4.7","Public"
"EB3003","Elk","Cache, Meadowville","Limited Entry","Archery","Male Only","11","10","2","20","8.4","3.9","Public"
"EB3005","Elk","Cache, South","Limited Entry","Archery","Male Only","10","10","4","40","9.9","3.3","Public"
"EB3006","Elk","Manti","Limited Entry","Archery","Male Only","175","171","52","30.4","13.9","3.7","Public"
